Pixel,Intensity
411,6.746867e-01
412,6.721805e-01
413,6.671679e-01
414,6.711779e-01
415,6.691729e-01
416,6.671679e-01
417,6.541353e-01
418,6.611529e-01
419,6.576441e-01
420,6.691729e-01
421,6.601504e-01
422,6.581454e-01
423,6.556391e-01
424,6.631579e-01
425,6.631579e-01
426,6.531328e-01
427,6.511278e-01
428,6.531328e-01
429,6.491228e-01
430,6.511278e-01
431,6.451128e-01
432,6.511278e-01
433,6.521303e-01
434,6.531328e-01
435,6.401003e-01
436,6.350877e-01
437,6.380952e-01
438,6.390977e-01
439,6.315789e-01
440,6.330827e-01
441,6.250627e-01
442,6.310777e-01
443,6.355890e-01
444,6.280702e-01
445,6.295739e-01
446,6.200501e-01
447,6.205514e-01
448,6.250627e-01
449,6.170426e-01
450,6.220551e-01
451,6.170426e-01
452,6.105263e-01
453,6.090226e-01
454,6.165414e-01
455,6.135338e-01
456,6.080201e-01
457,6.040100e-01
458,6.155388e-01
459,6.145363e-01
460,6.050125e-01
461,5.989975e-01
462,6.010025e-01
463,5.979950e-01
464,5.984962e-01
465,5.909774e-01
466,5.949875e-01
467,5.919799e-01
468,5.894737e-01
469,5.894737e-01
470,5.869674e-01
471,5.829574e-01
472,5.824561e-01
473,5.924812e-01
474,5.979950e-01
475,5.749373e-01
476,5.744361e-01
477,5.774436e-01
478,5.819549e-01
479,5.689223e-01
480,5.649123e-01
481,5.659148e-01
482,5.729323e-01
483,5.704261e-01
484,5.734336e-01
485,5.689223e-01
486,5.604010e-01
487,5.649123e-01
488,5.689223e-01
489,5.699248e-01
490,5.604010e-01
491,5.498747e-01
492,5.518797e-01
493,5.588972e-01
494,5.634085e-01
495,5.634085e-01
496,5.553885e-01
497,5.448622e-01
498,5.508772e-01
499,5.423559e-01
500,5.488722e-01
501,5.488722e-01
502,5.488722e-01
503,5.443609e-01
504,5.403509e-01
505,5.368421e-01
506,5.418546e-01
507,5.408521e-01
508,5.413534e-01
509,5.368421e-01
510,5.348371e-01
511,5.283208e-01
512,5.258145e-01
513,5.228070e-01
514,5.248120e-01
515,5.288221e-01
516,5.268170e-01
517,5.248120e-01
518,5.278195e-01
519,5.167920e-01
520,5.167920e-01
521,5.177945e-01
522,5.192982e-01
523,5.122807e-01
524,5.142857e-01
525,5.147870e-01
526,5.142857e-01
527,5.132832e-01
528,5.157895e-01
529,5.032581e-01
530,5.092732e-01
531,4.887218e-01
532,4.927318e-01
533,5.062657e-01
534,5.167920e-01
535,5.007519e-01
536,4.857143e-01
537,4.761905e-01
538,4.957393e-01
539,4.962406e-01
540,4.817043e-01
541,4.887218e-01
542,4.857143e-01
543,4.932331e-01
544,4.822055e-01
545,4.741855e-01
546,4.766917e-01
547,4.867168e-01
548,4.786967e-01
549,4.751880e-01
550,4.756892e-01
551,4.681704e-01
552,4.817043e-01
553,4.766917e-01
554,4.781955e-01
555,4.711779e-01
556,4.641604e-01
557,4.566416e-01
558,4.641604e-01
559,4.656642e-01
560,4.761905e-01
561,4.676692e-01
562,4.581454e-01
563,4.601504e-01
564,4.586466e-01
565,4.541353e-01
566,4.561404e-01
567,4.526316e-01
568,4.591479e-01
569,4.586466e-01
570,4.551378e-01
571,4.466165e-01
572,4.446115e-01
573,4.446115e-01
574,4.566416e-01
575,4.511278e-01
576,4.446115e-01
577,4.345865e-01
578,4.446115e-01
579,4.441103e-01
580,4.486216e-01
581,4.375940e-01
582,4.406015e-01
583,4.305764e-01
584,4.385965e-01
585,4.355890e-01
586,4.340852e-01
587,4.325815e-01
588,4.365915e-01
589,4.345865e-01
590,4.325815e-01
591,4.185464e-01
592,4.185464e-01
593,4.260652e-01
594,4.265664e-01
595,4.235589e-01
596,4.155388e-01
597,4.155388e-01
598,4.175439e-01
599,4.145363e-01
600,4.185464e-01
601,4.165414e-01
602,4.140351e-01
603,4.115288e-01
604,4.105263e-01
605,4.065163e-01
606,4.110276e-01
607,4.095238e-01
608,4.045113e-01
609,4.055138e-01
610,4.050125e-01
611,4.040100e-01
612,4.005013e-01
613,3.984962e-01
614,4.030075e-01
615,3.969925e-01
616,3.984962e-01
617,3.914787e-01
618,3.959900e-01
619,3.959900e-01
620,3.959900e-01
621,3.884712e-01
622,3.934837e-01
623,3.899749e-01
624,3.869674e-01
625,3.844612e-01
626,3.899749e-01
627,3.879699e-01
628,3.924812e-01
629,3.899749e-01
630,3.824561e-01
631,3.814536e-01
632,3.864662e-01
633,3.834586e-01
634,3.834586e-01
635,3.774436e-01
636,3.779449e-01
637,3.774436e-01
638,3.724311e-01
639,3.749373e-01
640,3.759398e-01
641,3.739348e-01
642,3.744361e-01
643,3.714286e-01
644,3.754386e-01
645,3.674185e-01
646,3.724311e-01
647,3.644110e-01
648,3.684211e-01
649,3.659148e-01
650,3.634085e-01
651,3.598997e-01
652,3.654135e-01
653,3.614035e-01
654,3.604010e-01
655,3.573935e-01
656,3.593985e-01
657,3.523810e-01
658,3.583960e-01
659,3.523810e-01
660,3.573935e-01
661,3.523810e-01
662,3.533835e-01
663,3.493734e-01
664,3.453634e-01
665,3.408521e-01
666,3.523810e-01
667,3.483709e-01
668,3.473684e-01
669,3.398496e-01
670,3.423559e-01
671,3.423559e-01
672,3.378446e-01
673,3.303258e-01
674,3.353383e-01
675,3.363409e-01
676,3.388471e-01
677,3.343358e-01
678,3.363409e-01
679,3.288221e-01
680,3.308271e-01
681,3.263158e-01
682,3.268170e-01
683,3.263158e-01
684,3.273183e-01
685,3.228070e-01
686,3.253133e-01
687,3.213033e-01
688,3.203008e-01
689,3.238095e-01
690,3.223058e-01
691,3.213033e-01
692,3.187970e-01
693,3.152882e-01
694,3.213033e-01
695,3.172932e-01
696,3.182957e-01
697,3.102757e-01
698,3.172932e-01
699,3.117794e-01
700,3.162907e-01
701,3.137845e-01
702,3.122807e-01
703,3.082707e-01
704,3.107769e-01
705,3.102757e-01
706,3.132832e-01
707,3.062657e-01
708,3.087719e-01
709,3.062657e-01
710,3.087719e-01
711,3.062657e-01
712,3.062657e-01
713,3.022556e-01
714,3.052632e-01
715,3.022556e-01
716,3.042607e-01
717,2.982456e-01
718,3.012531e-01
719,2.997494e-01
720,3.027569e-01
721,2.942356e-01
722,2.987469e-01
723,2.977444e-01
724,2.987469e-01
725,2.947368e-01
726,3.007519e-01
727,2.992481e-01
728,2.997494e-01
729,2.992481e-01
730,2.992481e-01
731,2.972431e-01
732,2.972431e-01
733,2.972431e-01
734,2.972431e-01
735,2.952381e-01
736,2.962406e-01
737,2.942356e-01
738,2.992481e-01
739,3.077694e-01
740,2.952381e-01
741,2.932331e-01
742,2.952381e-01
743,2.962406e-01
744,2.962406e-01
745,2.937343e-01
746,2.972431e-01
747,2.912281e-01
748,2.932331e-01
749,2.907268e-01
750,2.972431e-01
751,2.942356e-01
752,2.932331e-01
753,2.917293e-01
754,2.922306e-01
755,2.897243e-01
756,2.922306e-01
757,2.872180e-01
758,2.922306e-01
759,2.892231e-01
760,2.927318e-01
761,2.882206e-01
762,2.912281e-01
763,2.912281e-01
764,2.922306e-01
765,2.877193e-01
766,2.917293e-01
767,2.887218e-01
768,2.922306e-01
769,2.892231e-01
770,2.932331e-01
771,2.887218e-01
772,2.922306e-01
773,2.872180e-01
774,2.902256e-01
775,2.877193e-01
776,2.902256e-01
777,2.852130e-01
778,2.892231e-01
779,2.872180e-01
780,2.877193e-01
781,2.852130e-01
782,2.852130e-01
783,2.882206e-01
784,2.872180e-01
785,2.857143e-01
786,2.897243e-01
787,2.882206e-01
788,2.882206e-01
789,2.862155e-01
790,2.887218e-01
791,2.872180e-01
792,2.887218e-01
793,2.862155e-01
794,2.857143e-01
795,2.847118e-01
796,2.902256e-01
797,2.852130e-01
798,2.887218e-01
799,2.852130e-01
800,2.887218e-01
801,2.832080e-01
802,2.872180e-01
803,2.857143e-01
804,2.872180e-01
805,2.827068e-01
806,2.872180e-01
807,2.852130e-01
808,2.852130e-01
809,2.852130e-01
810,2.892231e-01
811,2.852130e-01
812,2.862155e-01
813,2.852130e-01
814,2.847118e-01
815,2.842105e-01
816,2.852130e-01
817,2.857143e-01
818,2.892231e-01
819,2.842105e-01
820,2.887218e-01
821,2.832080e-01
822,2.872180e-01
823,2.842105e-01
824,2.862155e-01
825,2.852130e-01
826,2.852130e-01
827,2.837093e-01
828,2.862155e-01
829,2.817043e-01
830,2.872180e-01
831,2.832080e-01
832,2.882206e-01
833,2.832080e-01
834,2.872180e-01
835,2.837093e-01
836,2.852130e-01
837,2.812030e-01
838,2.822055e-01
839,2.877193e-01
840,2.862155e-01
841,2.822055e-01
842,2.857143e-01
843,2.837093e-01
844,2.842105e-01
845,2.832080e-01
846,2.837093e-01
847,2.832080e-01
848,2.837093e-01
849,2.847118e-01
850,2.837093e-01
851,2.832080e-01
852,2.852130e-01
853,2.822055e-01
854,2.847118e-01
855,2.842105e-01
856,2.842105e-01
857,2.842105e-01
858,2.857143e-01
859,2.832080e-01
860,2.832080e-01
861,2.832080e-01
862,2.847118e-01
863,2.822055e-01
864,2.847118e-01
865,2.812030e-01
866,2.837093e-01
867,2.817043e-01
868,2.867168e-01
869,2.832080e-01
870,2.847118e-01
871,2.802005e-01
872,2.852130e-01
873,2.837093e-01
874,2.842105e-01
875,2.827068e-01
876,2.837093e-01
877,2.802005e-01
878,2.837093e-01
879,2.822055e-01
880,2.847118e-01
881,2.817043e-01
882,2.827068e-01
883,2.832080e-01
884,2.842105e-01
885,2.781955e-01
886,2.852130e-01
887,2.822055e-01
888,2.842105e-01
889,2.822055e-01
890,2.822055e-01
891,2.786967e-01
892,2.822055e-01
893,2.822055e-01
894,2.832080e-01
895,2.832080e-01
896,2.822055e-01
897,2.802005e-01
898,2.822055e-01
899,2.802005e-01
900,2.832080e-01
901,2.817043e-01
902,2.847118e-01
903,2.817043e-01
904,2.817043e-01
905,2.786967e-01
906,2.837093e-01
907,2.796992e-01
908,2.812030e-01
909,2.802005e-01
910,2.837093e-01
911,2.822055e-01
912,2.842105e-01
913,2.827068e-01
914,2.827068e-01
915,2.832080e-01
916,2.827068e-01
917,2.822055e-01
918,2.827068e-01
919,2.791980e-01
920,2.832080e-01
921,2.802005e-01
922,2.802005e-01
923,2.802005e-01
924,2.837093e-01
925,2.822055e-01
926,2.822055e-01
927,2.822055e-01
928,2.852130e-01
929,2.791980e-01
930,2.837093e-01
931,2.802005e-01
932,2.832080e-01
933,2.812030e-01
934,2.812030e-01
935,2.817043e-01
936,2.882206e-01
937,2.796992e-01
938,2.842105e-01
939,2.802005e-01
940,2.832080e-01
941,2.796992e-01
942,2.837093e-01
943,2.791980e-01
944,2.817043e-01
945,2.802005e-01
946,2.822055e-01
947,2.812030e-01
948,2.812030e-01
949,2.781955e-01
950,2.791980e-01
951,2.832080e-01
952,2.842105e-01
953,2.796992e-01
954,2.822055e-01
955,2.822055e-01
956,2.832080e-01
957,2.786967e-01
958,2.822055e-01
959,2.802005e-01
960,2.842105e-01
961,2.796992e-01
962,2.822055e-01
963,2.837093e-01
964,2.832080e-01
965,2.791980e-01
966,2.827068e-01
967,2.812030e-01
968,2.817043e-01
969,2.796992e-01
970,2.817043e-01
971,2.822055e-01
972,2.807018e-01
973,2.832080e-01
974,2.822055e-01
975,2.802005e-01
976,2.812030e-01
977,2.802005e-01
978,2.812030e-01
979,2.802005e-01
980,2.812030e-01
981,2.781955e-01
982,2.812030e-01
983,2.802005e-01
984,2.822055e-01
985,2.786967e-01
986,2.832080e-01
987,2.802005e-01
988,2.832080e-01
989,2.771930e-01
990,2.822055e-01
991,2.771930e-01
992,2.802005e-01
993,2.817043e-01
994,2.812030e-01
995,2.776942e-01
996,2.837093e-01
997,2.802005e-01
998,2.822055e-01
999,2.827068e-01
1000,2.832080e-01
1001,2.802005e-01
1002,2.832080e-01
1003,2.802005e-01
1004,2.842105e-01
1005,2.791980e-01
1006,2.842105e-01
1007,2.802005e-01
1008,2.832080e-01
1009,2.761905e-01
1010,2.837093e-01
1011,2.802005e-01
1012,2.832080e-01
1013,2.791980e-01
1014,2.812030e-01
1015,2.796992e-01
1016,2.832080e-01
1017,2.822055e-01
1018,2.812030e-01
1019,2.832080e-01
1020,2.852130e-01
1021,2.802005e-01
1022,2.827068e-01
1023,2.807018e-01
1024,2.837093e-01
1025,2.791980e-01
1026,2.822055e-01
1027,2.807018e-01
1028,2.802005e-01
1029,2.802005e-01
1030,2.802005e-01
1031,2.812030e-01
1032,2.817043e-01
1033,2.781955e-01
1034,2.822055e-01
1035,2.781955e-01
1036,2.817043e-01
1037,2.791980e-01
1038,2.812030e-01
1039,2.796992e-01
1040,2.812030e-01
1041,2.776942e-01
1042,2.812030e-01
1043,2.802005e-01
1044,2.802005e-01
1045,2.786967e-01
1046,2.822055e-01
1047,2.771930e-01
1048,2.802005e-01
1049,2.781955e-01
1050,2.802005e-01
1051,2.802005e-01
1052,2.832080e-01
1053,2.781955e-01
1054,2.837093e-01
1055,2.802005e-01
1056,2.832080e-01
1057,2.786967e-01
1058,2.802005e-01
1059,2.802005e-01
1060,2.817043e-01
1061,2.802005e-01
1062,2.822055e-01
1063,2.786967e-01
1064,2.802005e-01
1065,2.766917e-01
1066,2.802005e-01
1067,2.791980e-01
1068,2.796992e-01
1069,2.771930e-01
1070,2.802005e-01
1071,2.796992e-01
1072,2.791980e-01
1073,2.771930e-01
1074,2.812030e-01
1075,2.802005e-01
1076,2.832080e-01
1077,2.791980e-01
1078,2.802005e-01
1079,2.776942e-01
1080,2.812030e-01
1081,2.781955e-01
1082,2.781955e-01
1083,2.786967e-01
1084,2.832080e-01
1085,2.761905e-01
1086,2.817043e-01
1087,2.802005e-01
1088,2.847118e-01
1089,2.796992e-01
1090,2.802005e-01
1091,2.802005e-01
1092,2.802005e-01
1093,2.771930e-01
1094,2.822055e-01
1095,2.796992e-01
1096,2.791980e-01
1097,2.791980e-01
1098,2.786967e-01
1099,2.796992e-01
1100,2.822055e-01
1101,2.781955e-01
1102,2.802005e-01
1103,2.776942e-01
1104,2.812030e-01
1105,2.786967e-01
1106,2.822055e-01
1107,2.812030e-01
1108,2.802005e-01
1109,2.812030e-01
1110,2.802005e-01
1111,2.791980e-01
1112,2.791980e-01
1113,2.766917e-01
1114,2.812030e-01
1115,2.766917e-01
1116,2.817043e-01
1117,2.756892e-01
1118,2.786967e-01
1119,2.776942e-01
1120,2.776942e-01
1121,2.761905e-01
1122,2.817043e-01
1123,2.796992e-01
1124,2.802005e-01
1125,2.776942e-01
1126,2.802005e-01
1127,2.781955e-01
1128,2.817043e-01
1129,2.791980e-01
1130,2.817043e-01
1131,2.771930e-01
1132,2.817043e-01
1133,2.776942e-01
1134,2.822055e-01
1135,2.791980e-01
1136,2.812030e-01
1137,2.781955e-01
1138,2.812030e-01
1139,2.781955e-01
1140,2.802005e-01
1141,2.791980e-01
1142,2.802005e-01
1143,2.791980e-01
1144,2.812030e-01
1145,2.766917e-01
1146,2.786967e-01
1147,2.761905e-01
1148,2.822055e-01
1149,2.761905e-01
1150,2.802005e-01
1151,2.781955e-01
1152,2.832080e-01
1153,2.781955e-01
1154,2.802005e-01
1155,2.776942e-01
1156,2.827068e-01
1157,2.736842e-01
1158,2.802005e-01
1159,2.796992e-01
1160,2.802005e-01
1161,2.791980e-01
1162,2.802005e-01
1163,2.791980e-01
1164,2.776942e-01
1165,2.751880e-01
1166,2.812030e-01
1167,2.791980e-01
1168,2.802005e-01
1169,2.776942e-01
1170,2.796992e-01
1171,2.786967e-01
1172,2.827068e-01
1173,2.761905e-01
1174,2.791980e-01
1175,2.781955e-01
1176,2.802005e-01
1177,2.771930e-01
1178,2.802005e-01
1179,2.796992e-01
1180,2.812030e-01
1181,2.771930e-01
1182,2.802005e-01
1183,2.761905e-01
1184,2.802005e-01
1185,2.771930e-01
1186,2.791980e-01
1187,2.771930e-01
1188,2.812030e-01
1189,2.802005e-01
1190,2.822055e-01
1191,2.817043e-01
1192,2.822055e-01
1193,2.786967e-01
1194,2.771930e-01
1195,2.771930e-01
1196,2.802005e-01
1197,2.796992e-01
1198,2.802005e-01
1199,2.776942e-01
1200,2.802005e-01
1201,2.771930e-01
1202,2.802005e-01
1203,2.796992e-01
1204,2.822055e-01
1205,2.766917e-01
1206,2.802005e-01
1207,2.781955e-01
1208,2.832080e-01
1209,2.766917e-01
1210,2.791980e-01
1211,2.802005e-01
1212,2.822055e-01
1213,2.781955e-01
1214,2.796992e-01
1215,2.776942e-01
1216,2.802005e-01
1217,2.776942e-01
1218,2.802005e-01
1219,2.786967e-01
1220,2.817043e-01
1221,2.751880e-01
1222,2.802005e-01
1223,2.781955e-01
1224,2.802005e-01
1225,2.781955e-01
1226,2.802005e-01
1227,2.781955e-01
1228,2.796992e-01
1229,2.791980e-01
1230,2.817043e-01
1231,2.786967e-01
1232,2.822055e-01
1233,2.751880e-01
1234,2.761905e-01
1235,2.776942e-01
1236,2.802005e-01
1237,2.802005e-01
1238,2.802005e-01
1239,2.917293e-01
1240,2.802005e-01
1241,2.781955e-01
1242,2.802005e-01
1243,2.802005e-01
1244,2.791980e-01
1245,2.771930e-01
1246,2.802005e-01
1247,2.766917e-01
1248,2.817043e-01
1249,2.771930e-01
1250,2.822055e-01
1251,2.791980e-01
1252,2.791980e-01
1253,2.791980e-01
1254,2.776942e-01
1255,2.771930e-01
1256,2.802005e-01
1257,2.771930e-01
1258,2.812030e-01
1259,2.761905e-01
1260,2.802005e-01
1261,2.791980e-01
1262,2.771930e-01
1263,2.802005e-01
1264,2.802005e-01
1265,2.776942e-01
1266,2.771930e-01
1267,2.796992e-01
1268,2.812030e-01
1269,2.776942e-01
1270,2.781955e-01
1271,2.741855e-01
1272,2.802005e-01
1273,2.766917e-01
1274,2.776942e-01
1275,2.791980e-01
1276,2.802005e-01
1277,2.776942e-01
1278,2.791980e-01
1279,2.756892e-01
1280,2.802005e-01
1281,2.761905e-01
1282,2.802005e-01
1283,2.791980e-01
1284,2.812030e-01
1285,2.781955e-01
1286,2.802005e-01
1287,2.776942e-01
1288,2.791980e-01
1289,2.781955e-01
1290,2.822055e-01
1291,2.791980e-01
1292,2.812030e-01
1293,2.761905e-01
1294,2.796992e-01
1295,2.781955e-01
1296,2.842105e-01
1297,2.781955e-01
1298,2.802005e-01
1299,2.791980e-01
1300,2.781955e-01
1301,2.761905e-01
1302,2.796992e-01
1303,2.756892e-01
1304,2.776942e-01
1305,2.791980e-01
1306,2.761905e-01
1307,2.766917e-01
1308,2.781955e-01
1309,2.812030e-01
1310,2.802005e-01
1311,2.822055e-01
1312,2.781955e-01
1313,2.786967e-01
1314,2.771930e-01
1315,2.791980e-01
1316,2.812030e-01
1317,2.781955e-01
1318,2.771930e-01
1319,2.802005e-01
1320,2.786967e-01
1321,2.771930e-01
1322,2.796992e-01
1323,2.791980e-01
1324,2.812030e-01
1325,2.771930e-01
1326,2.796992e-01
1327,2.771930e-01
1328,2.791980e-01
1329,2.746867e-01
1330,2.802005e-01
1331,2.802005e-01
1332,2.802005e-01
1333,2.771930e-01
1334,2.817043e-01
1335,2.791980e-01
1336,2.812030e-01
1337,2.771930e-01
1338,2.817043e-01
1339,2.771930e-01
1340,2.832080e-01
1341,2.761905e-01
1342,2.802005e-01
1343,2.781955e-01
1344,2.786967e-01
1345,2.791980e-01
1346,2.791980e-01
1347,2.761905e-01
1348,2.802005e-01
1349,2.796992e-01
1350,2.802005e-01
1351,2.786967e-01
1352,2.776942e-01
1353,2.802005e-01
1354,2.771930e-01
1355,2.802005e-01
1356,2.822055e-01
1357,2.781955e-01
1358,2.796992e-01
1359,2.776942e-01
